"","HrsSleep2009","Sex","BdayMonth","YearBorn","Ethnicity","ASVAB","LifeSat2008","Income2008","HeightFt2010","HeightIn2010","Weight2010","Computer2010","HrsSleep2010","Cohab2009"
"8107",4,"Female",3,1982,"Hispanic",6507,8,11000,5,1,157,6,6,TRUE
"8111",5,"Male",7,1981,"Hispanic",19314,3,40000,5,9,205,3,8,TRUE
"8113",6,"Female",2,1982,"Black",46756,6,30065,6,0,280,6,5,FALSE
"8121",8,"Male",1,1980,"Black",63433,10,121993,5,5,170,6,6,TRUE
"8122",5,"Male",8,1981,"Black",45328,8,31000,6,1,198,5,6,TRUE
"8125",6,"Male",8,1983,"Black",54179,7,22000,5,10,265,6,5,FALSE
"8128",6,"Female",1,1983,"Hispanic",44880,9,30000,5,2,110,6,7,TRUE
"8130",7,"Male",6,1982,"Hispanic",15755,8,20000,6,2,230,3,6,FALSE
"8133",7,"Male",1,1981,"Hispanic",34453,7,63000,5,10,250,6,7,FALSE
"8134",8,"Male",9,1984,"Hispanic",31875,7,30000,5,11,170,6,8,FALSE
"8136",8,"Female",9,1980,"Hispanic",15884,8,7000,5,4,220,6,6,TRUE
"8137",7,"Male",1,1981,"Hispanic",13834,10,20000,5,6,150,6,6,TRUE
"8138",7,"Male",7,1982,"Black",5389,8,28000,6,6,200,6,3,TRUE
"8139",8,"Male",1,1984,"Black",8908,8,3500,5,11,179,2,8,TRUE
"8140",7,"Female",11,1980,"Hispanic",29846,8,30000,5,9,218,3,6,TRUE
"8141",6,"Male",6,1984,"Hispanic",38435,7,2700,6,1,170,4,7,TRUE
"8145",2,"Male",1,1983,"Hispanic",59484,8,25000,5,9,235,4,4,FALSE
"8147",8,"Male",4,1980,"Hispanic",429,10,10000,6,1,240,3,7,FALSE
"8151",6,"Female",11,1980,"Hispanic",63902,7,17000,4,11,125,5,5,FALSE
"8152",4,"Male",12,1981,"Hispanic",92127,8,42000,5,9,230,3,4,FALSE
"8157",6,"Female",8,1980,"Hispanic",92115,8,24000,5,8,190,4,7,FALSE
"8158",8,"Female",1,1984,"Hispanic",20823,8,18000,5,1,160,2,8,TRUE
"8159",6,"Male",11,1982,"Hispanic",53384,8,24000,5,10,225,6,8,TRUE
"8160",6,"Male",5,1982,"Hispanic",30014,8,45000,6,1,240,6,6,TRUE
"8162",7,"Female",8,1982,"Hispanic",18785,8,5000,5,5,140,6,7,TRUE
"8163",6,"Male",8,1981,"Hispanic",85949,7,49000,5,4,165,6,6,FALSE
"8167",7,"Male",4,1980,"Hispanic",88466,9,29000,5,10,170,3,7,FALSE
"8168",8,"Female",4,1983,"Hispanic",34110,9,30000,5,0,128,6,8,TRUE
"8170",6,"Male",10,1983,"Hispanic",70010,9,38000,6,1,205,5,7,TRUE
"8171",8,"Male",2,1982,"Hispanic",52296,7,23000,6,2,180,6,7,TRUE
"8172",8,"Male",6,1984,"Hispanic",5524,10,7000,5,5,130,6,7,TRUE
"8173",6,"Male",4,1982,"Hispanic",48895,8,47000,5,7,155,6,7,FALSE
"8174",6,"Female",10,1983,"Hispanic",70142,10,47000,5,5,175,3,6,TRUE
"8176",5,"Female",12,1984,"Hispanic",7179,5,3000,5,4,152,1,7,TRUE
"8178",5,"Female",3,1983,"Hispanic",3403,7,10000,5,2,165,4,3,FALSE
"8179",6,"Male",9,1982,"Hispanic",2254,10,20000,5,9,187,1,8,TRUE
"8181",5,"Female",7,1981,"Hispanic",8147,6,25000,5,6,232,3,4,TRUE
"8182",5,"Male",7,1981,"Hispanic",15781,10,19000,5,8,187,2,6,TRUE
"8183",8,"Female",9,1982,"Hispanic",26098,10,14000,5,4,135,4,8,TRUE
"8187",7,"Male",10,1981,"Hispanic",95027,9,65500,6,0,235,6,6,TRUE
"8188",8,"Female",7,1983,"Black",63310,8,33500,5,3,230,6,7,TRUE
"8189",7,"Male",11,1981,"Black",21896,7,15000,5,10,170,1,6,TRUE
"8191",6,"Female",1,1984,"Black",18670,7,25000,5,4,125,3,7,FALSE
"8192",8,"Female",6,1984,"Black",29021,9,5000,4,11,105,1,8,FALSE
"8193",7,"Male",8,1984,"Black",8998,7,35000,5,10,230,5,8,FALSE
"8196",8,"Male",7,1981,"Hispanic",92907,8,42500,5,9,180,4,5,FALSE
"8197",6,"Male",1,1980,"Hispanic",17080,7,42000,5,7,200,6,7,FALSE
"8198",8,"Female",11,1983,"Hispanic",83706,8,25000,5,0,164,6,7,TRUE
"8199",8,"Female",11,1982,"Black",59768,7,62000,5,7,140,6,8,TRUE
"8205",5,"Female",11,1981,"Black",25824,7,34000,5,3,257,3,7,TRUE
"8206",7,"Female",6,1981,"Hispanic",38237,7,27000,5,8,200,6,7,FALSE
"8207",7,"Male",8,1982,"Hispanic",21188,5,30000,5,11,170,3,6,FALSE
"8208",6,"Female",5,1984,"Hispanic",35694,10,17000,5,2,120,6,5,TRUE
"8209",7,"Male",7,1980,"Black",21314,5,28000,5,8,185,6,6,FALSE
"8211",7,"Male",7,1982,"Black",56526,8,48000,5,9,185,6,6,TRUE
"8214",6,"Male",8,1980,"Hispanic",51354,10,31000,6,0,159,5,6,FALSE
"8215",5,"Female",8,1981,"Hispanic",23385,7,28000,5,4,136,4,5,FALSE
"8216",8,"Male",11,1983,"Black",6046,8,13500,5,7,200,3,8,TRUE
"8217",7,"Female",8,1982,"Black",46028,10,30000,5,2,224,6,7,FALSE
"8218",6,"Female",5,1980,"Black",58405,8,16000,5,4,183,6,6,TRUE
"8220",6,"Male",12,1980,"Black",189,10,400,6,0,200,4,6,TRUE
"8221",7,"Female",5,1983,"Hispanic",38436,8,50000,5,1,118,6,6,TRUE
"8222",4,"Female",2,1981,"Black",83564,8,12000,5,0,165,6,5,TRUE
"8223",7,"Male",6,1984,"Black",89427,6,20000,5,11,165,6,6,TRUE
"8226",6,"Male",6,1984,"Black",30486,8,32000,6,1,245,6,5,FALSE
"8227",6,"Female",9,1981,"Black",60645,8,27000,5,4,130,3,6,TRUE
"8229",4,"Female",7,1982,"Black",51851,10,36000,5,8,175,6,3,FALSE
"8231",4,"Female",9,1984,"Black",84420,3,18000,5,6,235,5,6,FALSE
"8238",7,"Female",1,1981,"Black",13017,7,1000,5,3,180,5,8,TRUE
"8239",6,"Male",8,1980,"Black",45468,7,35000,6,1,215,3,4,TRUE
"8241",7,"Male",1,1981,"Black",2431,6,27000,5,5,145,2,7,FALSE
"8243",8,"Male",2,1983,"Black",1734,10,31000,5,2,145,2,10,FALSE
"8244",7,"Female",10,1983,"Black",2427,5,23000,5,3,228,2,8,FALSE
"8248",7,"Male",1,1981,"Black",41121,3,8000,6,0,235,5,6,TRUE
"8249",7,"Female",7,1984,"Black",17648,2,13000,5,4,173,1,7,TRUE
"8250",4,"Female",7,1980,"Black",10541,10,2000,5,1,115,2,8,FALSE
"8253",6,"Male",9,1981,"Black",46848,7,40000,5,8,130,6,6,FALSE
"8254",8,"Female",4,1984,"Black",6667,5,500,5,3,185,4,6,TRUE
"8255",6,"Male",1,1980,"Black",37987,10,25000,5,10,182,1,6,FALSE
"8257",7,"Male",1,1983,"Black",97578,8,12000,6,0,140,6,6,TRUE
"8258",6,"Male",7,1984,"Black",95621,7,35000,5,8,150,6,6,FALSE
"8260",6,"Male",3,1981,"Black",11697,6,26000,5,10,220,6,7,TRUE
